Geneid	4N_ZFP821_WT_RNA_seq_rep1	4N_ZFP821_WT_RNA_seq_rep2	4N_ZFP821_KO_RNA_seq_rep1	4N_ZFP821_KO_RNA_seq_rep2
Gm18944	0	0	0	0
Gm39066	1	3	2	0
Olfr486	0	0	1	2
Olfr485	0	0	0	0
Olfr484	0	0	0	0
Gm25424	0	0	0	0
Olfr483	0	0	0	0
Olfr482	0	0	0	0
Gm4199	4	5	2	4
Olfr481	0	0	0	0
Olfr480	0	0	0	0
Olfr479	0	0	0	0
Olfr478	0	0	0	0
Gm6702	0	0	0	0
Olfr477	0	0	0	0
Olfr476	0	0	0	0
Olfr474	1	0	0	0
Gm9449	0	0	0	0
Olfr473	0	0	0	0
Olfr472	0	2	0	0
Gm10156	0	0	1	2
Olfr471-ps1	0	0	1	0
Olfr470	0	0	0	0
Gm5002	0	0	0	0
Olfr469	0	0	0	0
Olfr468-ps1	0	0	0	0
Olfr467	0	0	0	0
Ovch2	0	0	0	0
Cyb5r2	398	441	573	533
Ppfibp2	686	758	956	1083
Olfml1	0	3	0	8
Syt9	259	294	481	543
Gm19033	2	0	1	1
Rbmxl2	2218	2356	4203	3687
Gm3765	11	14	13	16
Olfr716	1	3	1	3
Olfr715	0	0	0	0
Nlrp14	4699	5267	5717	6221
Olfr715b	0	2	0	0
Olfr17	0	0	0	0
Olfr714	0	0	0	0
Gm17991	0	0	0	0
Olfr713	0	1	0	0
Olfr2	0	0	0	0
Olfr712-ps1	0	0	0	0
Olfr711	0	0	0	0
Olfr6	0	0	0	0
Olfr710	0	0	0	0
Olfr706	0	0	0	0
Olfr705	0	0	0	0
Olfr704	0	0	0	0
Olfr703	0	1	1	1
Olfr702	0	0	0	0
Olfr701	94	98	71	100
Olfr700	2	2	1	0
Olfr699	0	0	0	0
Olfr698	0	0	0	0
Olfr697	0	3	2	4
Olfr696-ps1	0	0	0	0
Olfr695	0	0	0	0
Olfr694	0	0	0	0
Olfr693	0	0	0	0
Gm1966	0	1	2	2
Gm39065	0	0	0	0
Gm8995	8	3	0	6
Gm22372	0	0	0	0
Gm4759	0	0	0	0
Gm8989	0	0	0	0
Gm18853	0	0	0	0
Gvin1	0	0	0	0
Gm8982	0	0	0	0
Gm8979	0	0	0	0
Gm18852	0	0	0	0
Gm4070	0	0	0	0
Gm15645	1	1	3	0
9130208D14Rik	0	0	0	0
Mrpl17	918	1044	1537	1332
Dchs1	1810	1872	2448	2034
Tpp1	20	21	42	41
Taf10	3560	3705	4404	3802
Ilk	725	696	1092	1022
Rrp8	123	155	340	406
Mrps36-ps2	0	1	1	1
Dnhd1	29498	31485	31578	30515
Gm22504	0	0	0	0
Timm10b	767	769	1076	841
Arfip2	297	304	621	530
Trim3	122	137	253	307
Hpx	0	0	4	5
Apbb1	854	951	1498	1521
Smpd1	74	102	227	230
Gm39063	1	0	0	1
Gm36847	0	1	0	0
Cavin3	3	10	10	13
Cckbr	1	3	1	0
Gm4972	2	1	4	3
Cnga4	74	41	86	75
Gm5901	125	129	160	167
Fam160a2	1679	1851	3158	2948
Olfr692	0	1	0	0
Olfr691	2	0	1	4
Olfr690	0	0	3	2
Gm45331	0	0	0	0
Olfr689	0	0	0	0
Olfr688	0	0	0	0
Olfr687	0	0	0	0
Olfr686	0	0	0	0
Olfr685	0	0	0	0
Olfr684	0	0	0	0
Olfr683	1	0	0	0
Olfr682-ps1	0	0	0	1
Olfr681	0	0	0	0
Gm17990	0	0	0	0
Olfr680-ps1	0	0	0	1
Olfr679	0	0	0	0
Gm17989	0	0	0	0
Olfr678	0	0	0	0
Gm8913	0	0	0	0
Olfr677	0	0	0	0
Olfr676	0	0	0	0
Olfr675	0	0	0	0
Olfr674-ps1	0	0	0	0
Olfr673-ps1	0	0	0	0
Olfr672	0	0	0	0
Olfr671	0	0	0	0
Olfr670	0	0	0	0
Gm5900	2	4	10	8
Gm51508	0	0	0	0
Olfr669	0	0	0	0
Olfr668	0	0	0	0
Olfr667	0	0	0	1
Olfr666	1	0	0	0
Olfr665	0	0	0	0
Usp17la	0	0	0	0
Usp17lb	0	0	0	0
Gm4887	18	13	20	18
Usp17le	1	0	0	0
Olfr664	0	0	0	0
Olfr663	0	0	0	0
Olfr662-ps1	0	0	0	0
Gm6593	0	0	0	0
Olfr661	0	0	0	0
Olfr660-ps1	0	0	0	0
Olfr659	0	0	0	0
Usp17le-ps	1	0	0	0
Olfr658	0	0	0	0
Olfr657	0	0	0	0
Gm18411	1	2	0	1
Gm29706	0	0	0	0
Olfr656	0	0	0	0
Olfr655	0	0	0	0
Olfr654	5	2	7	4
Olfr653	0	0	0	0
Olfr652	1	2	1	0
Olfr651	0	0	0	1
Trim30e-ps1	0	0	0	0
Gm6574	0	0	0	0
Gm16464	62	66	52	41
Trim30d	2	4	4	7
Gm25405	2	1	3	4
Trim30a	0	3	0	1
Trim30c	0	1	0	0
Trim30b	3	1	0	1
Gm38525	3	1	1	3
Gm36430	0	0	0	0
Trim12c	7	15	13	12
Trim34b	1	0	2	0
Gm17788	0	0	0	0
Gm15133	0	0	0	0
Trim12a	3	5	15	9
LOC115486838	0	0	0	0
LOC115486587	0	0	0	0
Trim5	0	0	2	0
Trim34a	7	14	15	12
Gm8667	0	0	0	0
Trim6	96	89	175	236
Olfr650-ps1	0	0	0	0
Olfr649	0	0	0	0
Olfr648	0	1	0	0
Olfr647-ps1	0	0	0	0
Olfm5	0	0	0	1
Ubqlnl	496	543	681	702
Ubqln3	1661	1625	1768	1835
Ubqln5	237	258	208	247
Olfr646	0	0	0	0
Olfr645	0	0	0	0
Olfr644	0	1	0	0
Olfr643	0	3	0	7
Olfr642	0	0	0	1
Olfr641	0	0	0	0
Olfr640	0	0	0	0
Olfr639	0	0	1	0
Olfr638	0	0	0	0
Olfr637-ps1	0	0	0	0
Olfr636-ps1	0	0	0	0
Olfr635	0	1	0	0
Gm4886	0	0	0	0
Olfr634-ps1	0	0	1	0
Olfr633	0	0	0	0
Olfr632	0	0	0	0
Olfr631	0	0	0	0
Olfr65	0	0	0	0
Olfr64	0	0	0	0
Dnajc19-ps	2	0	2	0
Olfr66	0	0	0	0
Hbb-bh3	0	0	0	0
Hbb-bs	13	11	27	21
Hbb-bt	0	1	2	4
Olfr67	0	0	0	0
Olfr68	0	0	0	0
Olfr69	0	0	0	0
Olfr630	0	0	0	0
Olfr629	0	0	0	0
Olfr628	0	0	0	0
Olfr243	0	0	0	0
Olfr260-ps1	0	0	0	0
Olfr626-ps1	0	0	0	0
Olfr625-ps1	0	0	0	0
Olfr624	0	0	0	0
Olfr623	0	0	0	0
Olfr622	0	0	0	0
Olfr621-ps1	0	0	0	0
Olfr620	0	0	0	0
Olfr619	0	0	0	0
Olfr618	0	0	0	0
Olfr617	0	0	0	0
Olfr616	0	0	0	0
Olfr615	0	0	0	0
Olfr613	0	0	0	0
Olfr612	0	0	0	0
Olfr611	0	0	0	0
Olfr610	0	0	0	0
Olfr609	0	0	0	0
Olfr608	0	0	0	0
Olfr607	0	0	0	0
Olfr606	0	0	0	0
Olfr605	0	0	0	1
Usp17lc	0	0	0	0
Olfr603	0	0	0	0
Olfr602-ps1	0	0	0	0
Olfr601	0	0	0	0
Olfr600	0	0	0	0
Olfr599	0	0	0	0
Olfr598	0	0	0	0
Olfr597	0	0	0	0
Olfr596	0	0	0	0
Usp17ld	0	0	0	0
Olfr595-ps1	0	0	0	0
Olfr594	1	0	0	0
Olfr593	0	0	0	0
Olfr592	0	0	1	0
Olfr591	0	0	0	0
Olfr590-ps1	0	0	0	1
Olfr589	0	0	0	0
Gm15116	0	0	0	0
Olfr588-ps1	0	0	0	0
Olfr587-ps1	0	0	0	0
Olfr586	0	0	0	0
Olfr585	0	0	0	0
Olfr584	0	0	0	0
Olfr583	0	0	0	0
Olfr582	0	0	0	0
Olfr581-ps1	0	0	0	0
Olfr580-ps1	0	0	0	0
Olfr579-ps1	0	0	0	0
Olfr1527-ps1	0	0	0	0
Olfr578	1	0	0	0
Olfr577	0	0	0	0
Olfr576	0	0	0	0
Olfr575	0	0	0	0
Olfr574	0	0	0	0
Olfr573-ps1	0	0	0	0
Olfr572	0	0	0	0
Olfr571	0	0	0	0
LOC115486496	0	0	0	0
Olfr570	0	0	0	0
Olfr569	0	0	0	0
Olfr568	0	0	0	0
Olfr567-ps1	0	0	0	0
Olfr566	0	0	0	0
Olfr565-ps1	0	0	0	0
Olfr564	0	0	0	0
Olfr563-ps1	0	0	0	0
Olfr562-ps1	0	0	0	0
Olfr561	0	0	1	1
Olfr560	0	0	0	0
Olfr78	8	5	0	2
Gm24210	0	1	4	1
Olfr559	0	0	0	0
Olfr33	2	4	4	9
Olfr558	19	14	3	8
Olfr557	0	0	0	0
Trim68	136	103	191	218
Olfr556	0	0	0	0
Olfr555	0	0	0	0
Gm2996	14	13	25	11
Olfr554	0	0	0	0
Olfr553	0	0	0	0
Olfr552	3	0	0	0
Olfr551	0	0	0	0
Olfr550	0	0	1	0
Gm5339	2	1	0	0
Trim21	9	10	14	22
Olfr549	0	0	0	0
Olfr548-ps1	0	0	0	0
Olfr547	0	0	0	0
Olfr546-ps1	0	0	0	0
Gm8556	0	0	0	0
Gm38627	1	1	4	6
Olfr545	0	0	0	0
Olfr544	0	0	0	0
Olfr543	0	1	0	0
Rrm1	6980	7490	8817	8851
Gm18255	0	1	1	0
Stim1	9593	10305	13773	12549
Rhog	97	105	152	164
Pgap2	431	492	611	656
Nup98	17316	18326	17806	19283
Chrna10	10	10	14	14
Art1	218	237	401	364
Art5	1848	2080	3665	3375
Trpc2	0	0	0	0
Xndc1	135	154	272	232
Xntrpc	0	0	0	0
Rnf121	1180	1235	1513	1456
Il18bp	91	106	185	183
Gm39061	14	13	33	30
Gm8523	0	0	0	2
Numa1	3725	4299	6792	6189
Lrrc51	2830	3233	3762	3330
Lamtor1	657	701	1157	1139
Tomt	20	58	43	34
Anapc15	1308	1501	1828	1782
Gm35597	1	1	1	2
Folr1	28	31	43	28
Folr2	2	0	1	5
Gm10602	489	527	633	584
Inppl1	2001	2130	2810	2549
Phox2a	9	5	22	41
Clpb	3213	3410	4851	4939
Gm45995	0	0	0	0
Art2b	0	0	0	0
Gm7027	2	2	1	2
Art2a	0	0	0	0
Gm19765	0	0	0	0
Gm35363	21	33	19	30
Mir139	0	0	0	0
Pde2a	498	544	717	774
Arap1	32	45	63	90
Gm35219	2	2	5	3
Gm20476	0	0	0	0
Stard10	1909	2081	2455	2357
Atg16l2	49	52	83	56
LOC115486538	7	5	11	9
Gm50587	109	116	156	88
Gm6341	0	0	0	1
Fchsd2	510	573	993	936
Gm5735	0	0	0	0
P2ry2	50	41	71	62
P2ry6	23	34	56	29
Mir3102	0	0	0	0
Arhgef17	167	173	629	594
Relt	84	73	357	264
Gm3200	11	5	7	1
Fam168a	472	479	814	844
Gm35082	7	2	5	4
Plekhb1	54	60	82	65
Rab6a	4160	4470	4305	4669
Cox20b	0	0	0	0
Mrpl48	1457	1516	1740	1559
Gm39059	16	0	9	7
Coa4	1192	1205	1124	970
Gm39058	6	11	20	12
Gm8463	0	3	0	1
Dnajb13	2063	2288	2855	2553
Ucp2	128	127	284	182
Ucp3	18	15	35	41
Gm10603	4	1	2	1
C2cd3	3717	3898	4327	4046
Ppme1	2604	2685	3664	3602
P4ha3	4	11	25	25
Gpx2-ps1	28	25	37	38
Pgm2l1	2096	2274	2504	2788
Gm34877	15	5	23	15
Gm7067	1	0	8	4
Gm45994	4	4	6	5
Gm51453	2	2	0	1
Kcne3	336	367	337	350
Gm34821	21	14	15	28
Gm39057	9	2	2	2
Lipt2	55	69	107	147
Gm51452	104	123	147	118
Gm34760	0	0	1	0
Pold3	4295	4476	5482	4990
Chrdl2	18	22	18	50
Gm17931	0	0	1	0
Gm18959	1	0	2	2
Gm5115	6	10	10	23
Rnf169	1004	1062	1700	1950
Gm38405	52	53	41	41
Xrra1	10392	11557	14832	13354
Spcs2	1647	1828	2082	2144
Neu3	91	60	114	139
Olfr521	0	0	0	0
Gm19182	0	0	0	0
Olfr520	0	1	0	0
Gm34280	1	1	0	0
Slco2b1	3	6	20	13
Gm25409	0	0	0	0
Tpbgl	42	32	63	60
Mir326	0	0	0	0
n-TEctc3	0	0	0	0
Arrb1	113	123	98	108
Gm34172	0	0	0	0
Gm40450	2	3	5	6
Gm39056	0	0	0	0
Snord15a	69	49	77	90
Snord15b	499	449	321	240
Rps3	3326	3558	5910	5920
Klhl35	539	597	759	564
Gdpd5	555	625	765	575
Serpinh1	34	43	37	67
Gm40449	1	2	4	3
Map6	63	67	135	104
Gm26705	4	4	2	2
Gm34062	0	1	1	0
Gm18943	2	6	8	16
Mogat2	0	0	2	3
Dgat2	1577	1709	2040	2160
Gm33882	0	0	0	0
Gm23479	0	0	0	0
Gm8149	7	2	2	5
Uvrag	922	1081	1336	1338
Gm33827	2	2	4	2
Wnt11	19	24	33	33
Gm33770	0	0	1	2
Gm39054	3	2	8	9
n-TPagg7	0	0	1	0
n-TPtgg8	1	0	1	2
Gm33720	0	0	0	0
Gm19250	0	0	0	0
Gm19656	0	0	0	0
Thap12	745	1001	1154	1260
LOC108167485	0	0	0	0
Gm15506	57	76	137	124
Emsy	3151	3239	2916	2760
Gm23040	0	0	0	0
Gm33394	8	4	5	4
Lrrc32	17	23	32	24
Gm38588	5	0	6	3
Gm44978	0	0	0	0
Gm2926	0	0	0	0
Gucy2d	10	15	21	17
Gm39053	4	0	3	0
Gm44507	0	0	0	0
Tsku	39	36	94	121
Acer3	301	399	631	662
B3gnt6	1	1	8	2
Gm16938	21	26	45	30
Omp	1	3	5	2
Capn5	73	59	133	192
Myo7a	4125	4463	4712	4399
Gm19204	0	0	0	0
Gdpd4	2763	2949	3299	3213
Pak1	530	562	945	1027
Gm39050	0	1	0	2
Aqp11	8086	8711	11208	11298
Clns1a	1497	1504	2000	2115
Rsf1os2	30	33	26	44
Rsf1os1	4	6	11	12
Rpl15-ps5	0	0	1	2
Ywhaq-ps1	1	1	1	0
Rsf1	1359	1364	1411	1594
Aamdc	403	474	645	561
Gm24412	2	3	1	5
Ints4	3428	3818	3825	3740
Kctd14	7	6	11	11
Gm32945	0	0	0	0
Thrsp	9	9	10	12
Ndufc2	1079	1099	1278	1348
Alg8	1186	1208	1454	1371
Kctd21	96	87	121	123
Usp35	292	329	400	489
Gab2	2747	2909	3126	2713
Nars2	242	272	377	495
Gm22226	1	0	0	1
Gm15413	5	6	9	5
Rps11-ps5	0	0	0	0
Gm15412	17	27	14	25
Mir6394	0	0	0	0
Mir708	0	0	0	0
Gm8319	0	1	5	4
Tenm4	514	537	603	514
Gm5037	2	1	2	2
Gm39049	0	4	2	0
LOC115486593	0	0	0	0
Gm8309	0	0	0	0
Gm25684	0	0	0	0
Gm19761	0	0	0	0
Gm5899	0	0	0	0
Gm32647	0	0	0	0
Gm18197	0	1	0	0
Gm51468	0	0	0	0
Bc1-ps1	0	0	0	0
Gm8285	0	0	0	0
Gm15501	11	13	38	33
Gm25860	0	0	0	0
Fam181b	1	2	3	1
Gm31663	7	2	9	10
Gm40448	217	216	283	315
Prcp	379	401	440	517
Ddias	4117	4531	3934	4315
Rab30	31	41	101	102
4632427E13Rik	69	81	111	109
Gm2551	0	0	0	0
Gm51467	0	0	1	0
Pcf11	5961	6247	5783	6286
Gm26944	577	610	572	681
Ankrd42	7073	7520	7754	7790
Ccdc90b	487	532	586	659
Gm31491	0	0	0	0
4930567K12Rik	13	7	3	7
Gm32353	0	0	1	2
Gm23928	0	0	0	0
Gm24552	0	0	0	0
Gm39048	1	2	1	1
Gm45162	0	0	0	0
LOC115486830	0	0	0	0
Dlg2	402	420	389	406
Tmem126b	41	35	76	85
Tmem126a	263	341	320	325
Crebzf	789	820	1326	1386
Ccdc89	3606	3931	4160	4173
Sytl2	245	277	253	224
Ccdc83	1643	1866	2329	2488
Picalm	3536	3624	3343	3873
2310010J17Rik	159	179	216	182
Gm5341	0	0	0	0
Gm32164	1	0	0	0
E230029C05Rik	132	177	159	157
Eed	1474	1515	1431	1668
Hikeshi	133	128	226	278
Ccdc81	780	771	654	807
Gm15744	0	0	0	0
Me3	416	484	608	521
Gm2546	0	0	1	0
Prss23	14	19	14	22
AI314278	0	0	0	0
Fzd4	53	56	72	117
Tmem135	224	262	386	465
Gm6240	0	0	0	0
Gm8183	0	0	0	0
Rps13-ps2	25	25	65	74
Rab38	0	2	1	1
Gm2407	0	0	0	0
Gm25345	0	0	0	0
Ctsc	2	14	8	11
Gm24249	0	0	0	0
Gm18454	0	0	0	0
Grm5	31	39	40	48
LOC115486834	0	0	0	0
Tyr	0	0	0	0
Nox4	5	7	8	10
Gm6230	4	4	0	2
Vmn2r79	0	0	0	0
Vmn2r78	1	0	4	3
Gm19203	1	4	1	0
Gm39047	0	0	0	0
Vmn2r-ps87	0	0	0	0
Vmn2r77	0	0	0	0
Folh1	192	195	185	158
Olfr292	0	0	0	0
Olfr293	0	0	0	0
Olfr294	0	0	0	0
Olfr295	0	0	0	0
Olfr296-ps1	0	0	2	0
Gm17919	0	0	0	0
Olfr297	0	0	0	0
Olfr298	0	0	0	0
Olfr299	0	0	0	0
Olfr300-ps1	0	0	0	0
Olfr301	0	0	1	0
Olfr303	2	4	1	2
Olfr304	0	0	0	0
Olfr305	0	0	1	1
Olfr306-ps1	0	0	0	0
Olfr307	0	0	0	3
Olfr308	0	0	0	0
Olfr309	0	0	0	0
Olfr310	2	3	0	0
Vmn2r76	0	0	0	0
Vmn2r-ps86	0	0	0	0
Vmn2r-ps85	0	0	0	0
Vmn2r75	0	0	0	0
Vmn2r-ps84	0	0	0	0
Vmn2r-ps83	6	1	0	2
Vmn2r-ps82	0	3	0	1
Vmn2r-ps81	0	0	0	0
Vmn2r-ps80	0	0	0	0
Vmn2r-ps79	0	0	0	0
Vmn2r74	0	0	0	0
Vmn2r-ps78	0	0	0	2
Vmn2r73	0	0	0	0
Vmn2r-ps77	0	0	0	0
Vmn2r-ps76	0	0	0	0
Vmn2r-ps75	0	0	0	0
Gm18354	0	0	0	0
Gm18779	0	0	0	0
Vmn2r72	0	0	0	0
Vmn2r-ps74	0	0	0	0
Vmn2r-ps73	0	0	2	0
Vmn2r71	5	7	0	5
Vmn2r-ps72	0	0	0	0
Vmn2r-ps71	3	1	5	1
Vmn2r70	0	1	0	0
Vmn2r-ps70	0	0	0	0
Gm18360	51	57	42	60
Gm18359	0	0	0	0
Vmn2r69	4	5	5	8
Vmn2r-ps69	0	0	0	1
Vmn2r68	122	134	103	78
Vmn2r-ps68	0	0	0	0
Vmn2r67	0	1	1	0
Gm18358	0	0	0	0
Vmn2r-ps67	0	0	0	0
Vmn2r-ps66	0	2	0	0
Vmn2r-ps65	0	0	0	0
Vmn2r-ps64	0	0	0	0
Vmn2r66	0	0	0	0
Gm17985	0	0	0	0
Vmn2r65	0	0	0	1
Gm18560	0	0	0	0
Olfr290	0	0	0	0
Tprgl-ps2	0	0	0	0
Vmn2r-ps63	0	0	0	0
Olfr291	0	0	0	0
Gm6155	0	4	1	2
Vmn2r-ps62	0	0	0	0
Tprgl-ps1	0	3	2	6
2610206C17Rik	23	32	28	35
Zfand6	574	679	831	939
Fah	13	12	15	30
Gm2115	1	0	0	2
Gm17871	0	0	0	0
Gm31284	0	1	0	2
Gm39045	0	0	0	0
Gm30873	0	1	0	1
Gm25790	0	0	1	0
Arnt2	19	15	28	31
Gm26708	16	9	10	16
Gm22177	0	1	2	4
Gm39044	7	1	0	0
LOC117997403	656	661	769	782
Abhd17c	1141	1181	1159	1287
Gm30440	1	4	2	2
Cemip	94	77	123	117
Mesd	8960	9621	9996	9630
Tlnrd1	97	89	195	228
3110009M11Rik	2	0	2	0
Gm39043	0	2	0	0
Cfap161	4113	4358	4636	4602
Gm7964	559	599	679	758
Phgdh-ps1	47	38	36	21
Il16	31	37	53	58
Stard5	36	58	81	104
Gm16638	6	14	15	18
Tmc3	72	57	75	92
Gm10610	0	0	1	1
Gm7957	0	0	1	0
Gm29976	4	4	1	3
A530021J07Rik	0	2	2	1
Gm36817	0	0	0	0
Gm22934	0	0	0	0
Gm6112	12	20	22	21
Gm45992	2	1	0	3
4933430H16Rik	186	209	237	212
Mex3b	176	208	216	168
1700010L04Rik	3	5	11	4
Gm36584	29	20	35	30
Gm29796	0	0	0	0
4933406J10Rik	10	12	24	17
Efl1	975	1082	1124	1084
Saxo2	535	588	671	558
Adamtsl3	12	12	13	10
Gm51492	6	7	8	7
Gm32903	7	7	8	7
Sh3gl3	4089	4387	4779	4288
Gm32850	9	6	8	4
Gm20744	0	0	1	0
Gm46013	0	0	0	0
Bnc1	215	245	483	550
Hdgfl3	1227	1334	1696	2052
Tm6sf1	2	12	27	22
Gm51491	2	1	0	1
Gm32695	0	1	0	1
Btbd1	16713	18010	19004	18030
3110040N11Rik	203	255	461	364
Ramac	615	600	751	757
Gm18806	0	0	0	0
Gm42400	0	0	0	0
Gm32579	0	0	0	0
Gm51279	0	0	0	0
Gm44570	23	47	25	45
Homer2	75	70	129	169
Whamm	2338	2452	3117	2793
Fsd2	45	27	47	45
Mir1839	3	1	5	0
2900076A07Rik	56	58	64	55
Gm45991	0	4	0	1
BC048679	0	0	2	0
Ap3b2	4	3	4	7
Rpl7a-ps9	0	0	1	1
Gm18922	0	0	0	0
Cpeb1	461	541	1184	1203
Rps17	4702	4940	6611	6002
Gm7180	5	4	4	8
Pde8a	23755	25603	20528	20040
Gm44968	4	5	1	2
Ndufs6b	5	8	14	9
Slc28a1	56	85	102	66
Gm51490	0	0	0	0
Alpk3	17	16	24	29
Zfp592	3856	4158	4082	3754
Gm18782	0	0	0	0
Gm32178	10	7	20	12
Sec11a	1455	1516	1851	1928
Gm51451	3	1	13	4
Nmb	136	174	311	267
Gm32112	6	3	6	1
Wdr73	286	367	527	515
Zscan2	2430	2627	3696	3126
Gm18392	2	0	0	0
Iqgap1	4637	4922	4893	5072
Gm51450	0	0	2	1
Gm15880	2	2	0	0
Crtc3	128	129	177	222
Gm42398	0	0	2	0
Ndufab1-ps	0	0	1	2
Blm	2538	2670	2781	2868
Gm15544	0	2	0	0
Gm44851	5	3	20	14
Furin	336	293	655	1011
Fes	4	13	27	26
Man2a2	6616	6839	7270	6081
Gm18310	26	19	32	32
Hddc3	149	147	229	185
Unc45a	432	470	714	848
Rccd1	220	195	216	222
Prc1	10441	11259	10277	10457
Vps33b	621	556	742	762
Ngrn	204	209	389	342
Ttll13	10681	11442	13718	12739
Gdpgp1	227	272	334	304
Cib1	3784	4055	5415	4923
Sema4b	221	269	456	514
Gm45202	0	0	0	0
Idh2	35	54	29	37
Gm21057	1	0	7	2
Gm51449	1	1	0	2
Zfp710	195	186	289	375
Gm31966	1	0	1	1
Arpin	4	1	1	3
5430400D12Rik	6	9	15	14
Ap3s2	1069	1112	1488	1356
Anpep	98	83	147	188
Mesp2	484	483	658	573
Mesp1	3755	3728	6190	5437
Gm44705	3	3	0	0
Wdr93	3958	4334	5371	4852
Pex11a	338	367	425	445
Plin1	1	1	6	2
Kif7	228	234	499	586
Ticrr	635	826	1496	1387
Gm17840	0	0	0	0
Rhcg	2744	2909	3325	3405
Gm31740	0	0	0	0
Gm51285	0	2	0	1
Mir9-3	3	2	7	5
Mir9-3hg	277	301	448	428
n-TRtcg5	1	4	17	18
Polg	7648	8188	10947	10529
Gm16017	0	0	0	0
Gm31653	0	0	0	0
Fanci	1678	1740	2065	1947
Rlbp1	16	10	7	28
Gm24224	53	63	29	50
Gm39041	44	44	59	62
Abhd2	1628	1830	1660	1828
Gm31510	12	12	20	17
Gm39040	3	4	1	4
Mfge8	674	728	1320	1447
Hapln3	2	4	3	4
Acan	70	78	152	203
Gm26633	0	0	0	0
Gm31213	0	0	2	0
Isg20	188	186	177	217
Aen	445	464	628	690
Gm39039	36	58	63	43
Mir7-2	0	1	0	0
Det1	637	644	811	795
Mrps11	1117	1191	2040	1751
Mrpl46	343	415	730	611
Gm30892	0	0	0	0
E430016F16Rik	3	3	7	2
Gm39038	6	8	4	12
Ntrk3	66	54	54	102
Gm46012	0	0	0	0
Gm23239	0	0	0	0
Gm18674	0	0	0	0
Gm33069	0	0	0	0
Gm30774	0	0	0	0
Gm5597	0	0	2	1
Agbl1	9	15	9	11
Gm51518	0	0	0	0
Gm51413	0	0	0	0
Klhl25	3713	3857	4807	4280
Gm51489	1	0	0	0
AU020206	27	34	65	76
Akap13	1220	1336	2332	2659
Gm46017	50	36	32	55
Gm10161	0	0	0	0
1500012K07Rik	0	0	0	0
Sv2b	59	34	32	24
4930533N22Rik	15	24	16	22
0610006L08Rik	0	0	0	0
Gm30459	0	0	2	0
Gm18309	0	0	0	0
Gm7726	0	0	0	0
Gm39037	8	13	7	3
Slco3a1	5018	5356	5634	5362
Gm51466	0	0	0	0
St8sia2	24	25	26	30
Gm18257	878	930	1112	763
Gm21269	1781	1982	3046	2270
Mir7234	172	201	420	276
Gm10619	4847	5143	7213	5456
Gm18673	3	2	2	3
Gm30236	33	28	35	24
Fam174b	30	27	38	46
Gm18805	0	0	0	0
Gm4971	0	0	0	0
Gm26176	0	0	0	0
Gm39036	0	0	0	0
Gm30149	6	4	13	9
Chaserr	458	484	591	505
Chd2	958	951	1059	1201
LOC115486533	7	12	32	24
Rgma	72	105	139	168
A730056A06Rik	3	0	5	2
4930429H19Rik	259	306	287	250
Gm30075	1	0	1	0
Gm20083	2	4	3	6
Gm6567	3116	3418	3553	3074
Gm5335	0	0	0	0
Gm36865	0	0	0	0
Gm7693	0	0	0	0
Kansl2-ps	8	18	37	34
Rpl17-ps10	15	10	22	16
Gm39035	0	0	0	0
Gm36696	3	4	4	4
Mctp2	7	5	3	5
1700011C11Rik	4	4	0	5
Gm36633	0	0	1	0
Gm51259	0	0	0	0
4930441H08Rik	11	9	19	8
Gm17988	0	0	0	0
Gm7675	0	0	0	0
Gm44689	0	0	0	0
Gm36260	0	1	1	0
Gm29328	16	14	10	8
Gm39034	0	0	1	0
Gm36212	0	0	1	0
6030442E23Rik	0	0	0	0
Gm36071	0	0	0	0
Gm39033	0	0	0	0
Gm36011	13	6	11	5
Gm45990	0	0	0	0
Gm42397	0	1	1	4
Gm34783	0	0	0	0
Gm39032	0	0	0	0
Gm39031	2	0	0	0
Gm35894	0	0	0	0
Gm35842	0	0	0	2
Gm44812	0	0	2	0
Gm7656	0	0	0	0
B130024G19Rik	0	0	4	2
Nr2f2	140	133	150	158
Gm35325	0	0	0	0
Gm35271	0	0	0	0
Gm29683	5	2	4	1
Gm24120	0	0	0	0
Gm35209	0	0	0	0
Gm7627	3	6	2	3
Gm23815	0	0	0	0
4930402F11Rik	142	172	212	147
Gm38584	0	0	0	1
Gm34838	1	0	0	0
Gm5342	0	0	0	0
Gm39029	0	4	0	2
Gm34782	0	0	0	0
Gm23795	0	0	0	0
Gm34664	22	17	12	17
Gm34612	0	0	0	4
Arrdc4	195	232	275	376
Gm5334	79	94	95	106
Gm34549	1	2	5	3
4933436H12Rik	21	14	12	9
Gm16158	361	340	416	391
Fam169b	15	14	12	11
Gm16157	3	3	6	0
Pgpep1l	1	3	6	4
Gm51487	1	0	0	0
Gm51488	0	0	0	1
Igf1r	780	782	1800	2185
Gm39027	30	20	37	24
Gm34350	4	0	1	4
4833412C05Rik	1	0	1	0
Synm	1038	1177	1236	1214
Gm34140	4	2	0	1
Ttc23	1648	1772	2536	2325
Gm32983	0	0	0	0
Gm23233	0	1	3	3
Gm34079	0	4	2	3
Lrrc28	2953	3143	3537	3403
Gm33926	1	0	0	0
Gm51462	0	2	0	2
Mef2a	1493	1613	1545	1534
Lysmd4	343	314	409	342
1700112J16Rik	93	88	106	78
Gm17909	6	3	7	6
Gm51511	0	0	0	0
Adamts17	1002	995	956	962
Gm33627	3	0	2	1
